,Opentime,Close,MA1,MA2
1387,1653821100000,0.08078,,
1388,1653822000000,0.08108,,
1389,1653822900000,0.08142,,
1390,1653823800000,0.08148,,
1391,1653824700000,0.08167,,
1392,1653825600000,0.08219,,
1393,1653826500000,0.08191,,
1394,1653827400000,0.08183,,
1395,1653828300000,0.0821,,
1396,1653829200000,0.08209,,
1397,1653830100000,0.0821,,
1398,1653831000000,0.08196,,
1399,1653831900000,0.08168,,
1400,1653832800000,0.08176,,
1401,1653833700000,0.0818,,
1402,1653834600000,0.08212,,
1403,1653835500000,0.08183,,
1404,1653836400000,0.0817,,
1405,1653837300000,0.0815,,
1406,1653838200000,0.08166,,
1407,1653839100000,0.08162,,
1408,1653840000000,0.08176,,
1409,1653840900000,0.08174,,
1410,1653841800000,0.08172,,
1411,1653842700000,0.08133,,
1412,1653843600000,0.08144,,
1413,1653844500000,0.08152,,
1414,1653845400000,0.08152,,
1415,1653846300000,0.08131,,
1416,1653847200000,0.08118,,
